ClaimID,PolicyID,ClaimDate,ClaimType,ReportedDamage,NumParties,Description,ClaimComplexityLabel,FraudLabel
CLM-000545,POL-004137,2023/8/25 12:24,Fender-Bender,9756.174267,2,"A fender-bender involving two vehicles has resulted in damages totaling $9,756.17, along with one or more reported injuries. The collision highlights the importance of caution on the road, as individuals involved may require medical attention.",Complex,0
CLM-000546,POL-004139,2023/12/19 6:41,Fender-Bender,18172.75384,1,"A fender-bender incident involving one vehicle resulted in damages totaling $18,172.75, but thankfully, no injuries were reported. The driver is seeking coverage for the repairs needed due to this unfortunate accident.",Simple,0
CLM-000547,POL-004145,2023/11/29 1:10,Fender-Bender,4404.382461,1,"This claim involves a fender-bender causing damage estimated at $4,404.38 to a single vehicle, with no injuries reported during the incident. Fortunately, all parties emerged unscathed despite the damage.",Simple,0
CLM-000548,POL-004146,2024/4/1 3:13,Theft/Comprehensive,2366.242853,1,"This claim involves a theft incident involving one vehicle, resulting in damages amounting to $2,366.24. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000550,POL-004153,2024/6/9 15:54,Theft/Comprehensive,3141.665582,1,"This claim involves a theft of a single vehicle with damages amounting to $3,141.67. Thankfully, no injuries were reported during this incident.",Simple,0
CLM-000553,POL-004159,2024/8/15 20:01,Fender-Bender,10548.7005,3,"This fender-bender involved three vehicles and resulted in damage totaling $10,548.70, but thankfully, there were no injuries reported. The accident appears to have caused significant damage, yet all parties involved walked away unscathed.",Moderate,0
CLM-000555,POL-004161,2023/10/30 8:20,Major Collision,9707.297861,1,"The major collision caused significant damage totaling $9,707.30 to the vehicle involved and unfortunately resulted in one or more injuries. Despite the severity of the incident, the extent of the injuries and the current medical status remain to be assessed.",Moderate,1
CLM-000556,POL-004173,2024/4/14 11:46,Major Collision,16953.08295,2,"This major collision involved two vehicles and resulted in significant damage totaling $16,953.08; fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000558,POL-004204,2023/10/9 8:15,Fender-Bender,8477.884035,1,"This claim involves a single-vehicle fender-bender resulting in damages amounting to $8,477.88. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000559,POL-004209,2024/5/13 21:29,Theft/Comprehensive,1268.578077,1,"This claim involves a theft incident with a reported damage of $1268.58. Thankfully, no injuries occurred during this event, which involved only one vehicle.",Simple,0
CLM-000560,POL-004226,2024/2/23 10:14,Fender-Bender,6253.700064,2,"Two vehicles were involved in a fender-bender that resulted in significant damage amounting to $6,253.70, but fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000562,POL-004243,2023/4/17 13:51,Fender-Bender,8609.076748,1,"Involved in a fender-bender, the vehicle sustained damages totaling $8,609.08. Unfortunately, the incident also led to one or more injuries, highlighting the incident's severity despite being a single-vehicle accident.",Moderate,0
CLM-000563,POL-004262,2024/4/15 14:22,Theft/Comprehensive,1119.499583,1,"The claim involves a theft of a single vehicle, resulting in damages amounting to $1,119.50. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000566,POL-004275,2024/5/8 7:43,Fender-Bender,6412.973042,1,"This fender-bender resulted in damages amounting to $6,412.97, but fortunately, no injuries were reported. Only one vehicle was involved in the incident.",Simple,0
CLM-000570,POL-004326,2024/3/7 17:48,Fender-Bender,15606.57978,2,"A minor fender-bender involving two vehicles resulted in $15,606.58 worth of damage, but fortunately, there were no injuries reported in the incident. Both parties were unharmed despite the extent of the vehicle damage.",Simple,0
CLM-000571,POL-004332,2023/7/18 5:59,Theft/Comprehensive,1552.494536,2,"This claim pertains to a theft involving two vehicles, resulting in damages totaling $1552.49. Thankfully, there were no injuries reported during the incident.",Simple,0
CLM-000572,POL-004341,2023/1/9 13:13,Theft/Comprehensive,2980.807875,2,"This claim involves a theft incident with two vehicles affected, resulting in damages totaling $2,980.81. Thankfully, there were no injuries reported during the incident.",Simple,1
CLM-000575,POL-004350,2023/4/1 5:46,Theft/Comprehensive,4550.214013,2,"This claim involves a theft incident resulting in damages totaling $4,550.21, affecting two vehicles. Thankfully, there were no injuries reported in connection with this event.",Simple,0
CLM-000576,POL-004362,2023/9/20 16:28,Fender-Bender,5033.502485,3,"This fender-bender incident involved three vehicles, resulting in damages totaling $5,033.50; thankfully, no injuries were reported. All parties were able to remain unharmed despite the collision.",Simple,0
CLM-000580,POL-004414,2024/1/6 21:13,Theft/Comprehensive,1859.111823,2,"This claim involves a theft incident resulting in a loss of $1,859.11, affecting two vehicles. Fortunately, no injuries were reported during the event.",Simple,1
CLM-000582,POL-004425,2023/7/7 18:12,Fender-Bender,4950.374305,1,"A minor fender-bender resulted in damages amounting to $4,950.37, involving just one vehicle. Fortunately, no injuries were reported in the incident.",Simple,0
CLM-000583,POL-004431,2024/1/3 10:58,Fender-Bender,10700.18089,1,"A fender-bender involving one vehicle resulted in damage totaling $10,700.18, but fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000588,POL-004486,2023/7/12 14:02,Fender-Bender,10824.41133,1,"A fender-bender incident occurred involving one vehicle, resulting in damage totaling $10,824.41, but thankfully, no injuries were reported. The accident has raised concerns about vehicle repair costs, yet all parties involved remained unharmed.",Simple,0
CLM-000589,POL-004488,2024/1/10 1:37,Theft/Comprehensive,1374.890141,1,"This claim involves a theft incident affecting a single vehicle, resulting in damages amounting to $1,374.89. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000591,POL-004508,2024/1/6 10:18,Fender-Bender,8129.486629,1,"The fender-bender incident caused significant damage amounting to $8,129.49 and involved one vehicle; unfortunately, it also resulted in injuries to the driver. Emergency assistance was called to address the situation on-site.",Moderate,0
CLM-000592,POL-004509,2024/3/24 9:06,Fender-Bender,6105.589919,1,"A minor fender-bender resulted in damages amounting to $6,105.59, but thankfully, no injuries were reported. Only one vehicle was involved in the incident.",Simple,0
CLM-000595,POL-004516,2024/2/10 4:25,Theft/Comprehensive,790.5321196,1,"This claim involves a single vehicle theft with a reported damage amount of $790.53. Thankfully, there were no injuries sustained during the incident.",Simple,0
CLM-000597,POL-004544,2024/1/20 17:21,Theft/Comprehensive,1462.916928,2,"This claim involves a theft incident affecting two vehicles, with damages amounting to $1,462.92. Fortunately, no injuries were reported during the incident.",Simple,0
CLM-000599,POL-004560,2023/9/18 7:55,Theft/Comprehensive,905.2635601,1,"A theft occurred involving my vehicle, resulting in damage totaling $905.26. Fortunately, there were no injuries sustained during this incident.",Simple,0
CLM-000601,POL-004579,2024/10/24 12:06,Major Collision,6991.472906,2,"This major collision involving two vehicles resulted in injuries to at least one party. The estimated damage is $6,991.47.",Complex,0
CLM-000605,POL-004622,2023/3/15 12:50,Fender-Bender,16147.69047,1,"This fender-bender involved one vehicle and resulted in damage totaling $16,147.69. Fortunately, there were no injuries reported from the incident.",Simple,1
CLM-000606,POL-004633,2023/9/26 0:48,Theft/Comprehensive,4718.428928,1,"This claim involves the theft of a single vehicle, resulting in a loss valued at $4,718.43. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000607,POL-004649,2023/9/5 10:52,Theft/Comprehensive,7583.982241,2,"This claim involves a theft incident resulting in damage totaling $7,583.98 to two vehicles. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000609,POL-004663,2024/2/24 21:34,Fender-Bender,6879.823303,1,"This claim pertains to a fender-bender involving one vehicle, resulting in damages amounting to $6,879.82. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000610,POL-004665,2024/5/26 8:53,Theft/Comprehensive,2210.462626,2,"This claim involves a theft incident resulting in damages of $2,210.46 affecting two vehicles, with no injuries reported. All parties involved were unharmed during the incident.",Simple,0
CLM-000611,POL-004667,2024/2/4 16:54,Fender-Bender,4190.846547,1,"This claim pertains to a fender-bender involving one vehicle, resulting in damages amounting to $4,190.85. Thankfully, there were no injuries reported in this incident.",Simple,0
CLM-000614,POL-004726,2024/4/8 21:10,Major Collision,42119.59288,1,"In a major collision involving a single vehicle, the accident led to injuries requiring medical attention and resulted in significant damage totaling $42,119.59. The severity of the incident emphasizes the importance of safety on the road.",Moderate,0
CLM-000616,POL-004738,2023/9/25 6:48,Theft/Comprehensive,3504.68385,1,"This claim is for a theft involving one vehicle, resulting in damages totaling $3504.68. Thankfully, there were no injuries reported related to this incident.",Simple,0
CLM-000617,POL-004744,2024/3/9 1:37,Major Collision,747.2902245,2,"This claim pertains to a major collision involving two vehicles, resulting in damages amounting to $747.29. Fortunately, there were no injuries reported in this accident.",Simple,0
CLM-000626,POL-004856,2024/9/1 18:36,Theft/Comprehensive,2934.749624,2,"This claim involves a theft incident that resulted in damage amounting to $2,934.75 across two vehicles, with no injuries reported. Both parties are safe, allowing for a focus on resolving the property damage.",Simple,0
CLM-000632,POL-004945,2023/6/20 19:42,Fender-Bender,4001.172491,2,"This claim involves a fender-bender between two vehicles, resulting in significant damage totaling $4001.17. Fortunately, there were no injuries reported as a result of the accident.",Simple,0
CLM-000633,POL-004949,2024/4/10 23:10,Fender-Bender,7513.822053,2,"A minor fender-bender involving two vehicles resulted in damage amounting to $7,513.82; fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000634,POL-004963,2024/9/18 6:38,Theft/Comprehensive,1923.046467,1,"This claim is for a theft that resulted in damages totaling $1,923.05 to a single vehicle. Thankfully, there were no injuries reported in this incident.",Simple,0
CLM-000635,POL-004967,2024/2/25 16:41,Theft/Comprehensive,1498.605157,2,"This claim involves a theft incident resulting in a loss of $1,498.61, affecting two vehicles. Fortunately, there were no injuries reported in connection with this event.",Simple,0
CLM-000637,POL-004991,2024/1/18 19:36,Fender-Bender,9062.079853,2,"This fender-bender involved two vehicles and resulted in significant damage amounting to $9,062.08. Fortunately, there were no injuries reported in the incident.",Moderate,0
CLM-000642,POL-005048,2023/5/12 19:11,Theft/Comprehensive,2604.226718,1,"A theft incident occurred involving a single vehicle, resulting in damage amounting to $2,604.23. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000643,POL-005060,2024/7/22 23:42,Theft/Comprehensive,2007.124958,1,"This claim involves a theft incident resulting in a total loss of $2007.12 for a single vehicle. Fortunately, no injuries were reported during the incident.",Simple,0
CLM-000644,POL-005062,2023/10/11 1:01,Fender-Bender,7016.090237,2,"A minor fender-bender involving two vehicles resulted in damages amounting to $7,016.09, but fortunately, there were no injuries reported. Both drivers are safe, and the focus is now on resolving the claim for the damage incurred.",Simple,0
CLM-000645,POL-005067,2024/1/22 22:22,Theft/Comprehensive,2180.655136,2,"This claim involves a theft incident resulting in damages of $2,180.66 and affects two vehicles, with no injuries reported. The vehicles were targeted, but fortunately, all parties involved remain unharmed.",Simple,0
CLM-000647,POL-005079,2024/5/19 18:35,Fender-Bender,1993.526495,1,"A minor fender-bender resulted in damages totaling $1993.53. Fortunately, no injuries were reported during this incident involving a single vehicle.",Simple,0
CLM-000648,POL-005081,2023/6/29 15:28,Theft/Comprehensive,2276.861378,2,"This claim pertains to a theft incident involving two vehicles, resulting in a loss valued at $2,276.86. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000649,POL-005087,2023/7/14 1:54,Fender-Bender,6326.345219,2,"This fender-bender involved two vehicles, resulting in damages amounting to $6,326.35. Thankfully, there were no injuries reported in the accident.",Simple,0
CLM-000650,POL-005088,2024/3/19 14:41,Theft/Comprehensive,5268.099385,1,"This claim involves a theft incident with damages amounting to $5,268.10 for a single vehicle, and fortunately, no injuries were reported during the event. The comprehensive coverage is being utilized to address the loss.",Simple,0
CLM-000651,POL-005097,2024/6/9 8:34,Theft/Comprehensive,1018.170542,2,"This claim involves a theft incident where two vehicles were affected, resulting in damages amounting to $1,018.17. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000653,POL-005105,2024/9/18 3:08,Theft/Comprehensive,729.2537227,2,"This claim involves a theft incident where two vehicles were involved, resulting in damages amounting to $729.25. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000654,POL-005105,2024/4/22 3:08,Fender-Bender,11968.89704,2,"This claim involves a minor fender-bender between two vehicles, resulting in damage totaling $11,968.90. Thankfully, there were no injuries reported for either party involved in the accident.",Simple,0
CLM-000655,POL-005105,2024/11/22 3:08,Fender-Bender,7163.905641,5,"A fender-bender involving five vehicles resulted in damages totaling $7,163.91, but fortunately, there were no injuries reported. All parties involved were unharmed, allowing for a smoother resolution of the incident.",Moderate,0
CLM-000656,POL-005106,2023/5/10 11:59,Fender-Bender,8233.869012,2,"This fender-bender involving two vehicles resulted in significant damages totaling $8,233.87 and unfortunately left one or more individuals with injuries. The incident highlights the potential risks associated with road travel, underscoring the need for safety precautions.",Complex,1
CLM-000657,POL-005109,2023/11/15 0:13,Fender-Bender,12543.63068,2,"A fender-bender involving two vehicles resulted in significant damage amounting to $12,543.63, but fortunately, there were no injuries reported in the incident. Both parties were unharmed and exchanged information at the scene.",Simple,0
CLM-000661,POL-005155,2024/2/3 2:24,Theft/Comprehensive,5057.205324,2,"This claim involves a theft incident with a total damage amount of $5,057.21 affecting two vehicles. Thankfully, there were no injuries reported as a result of the incident.",Simple,0
CLM-000664,POL-005167,2024/1/16 4:27,Theft/Comprehensive,2012.011283,1,"This claim involves a comprehensive theft of a single vehicle, resulting in damages amounting to $2,012.01. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000665,POL-005177,2023/8/22 21:14,Theft/Comprehensive,1245.255697,5,"This claim involves a theft incident affecting five vehicles, resulting in damages totaling $1,245.26. Fortunately, there were no injuries reported during the event.",Moderate,0
CLM-000666,POL-005177,2023/11/17 21:14,Major Collision,1077.097045,1,"This major collision caused significant damage estimated at $1,077.10 to the involved vehicle, and unfortunately, it also resulted in injuries. The severity of the injuries remains to be assessed, as the focus shifts to recovery and the circumstances of the accident.",Moderate,0
CLM-000667,POL-005196,2023/5/23 18:48,Fender-Bender,4465.189772,2,"This fender-bender involved two vehicles, resulting in $4,465.19 in damages. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000672,POL-005231,2023/12/24 4:47,Major Collision,1760.731695,4,"A major collision involving four vehicles resulted in injuries to several individuals, with damage estimated at $1,760.73. The incident underscores the potential dangers of multi-car accidents on the road.",Complex,0
CLM-000673,POL-005233,2024/3/22 23:43,Theft/Comprehensive,1739.549703,2,"This claim involves a theft incident resulting in damages of $1,739.55, affecting two vehicles. Fortunately, there were no injuries reported in connection with this incident.",Simple,0
CLM-000674,POL-005237,2024/10/13 6:44,Theft/Comprehensive,980.2244176,2,"This claim involves a theft incident with damages totaling $980.22 affecting two vehicles, but fortunately, no injuries were reported. The absence of injuries allows for a smoother resolution process under the comprehensive coverage.",Simple,0
CLM-000675,POL-005241,2023/7/22 0:35,Theft/Comprehensive,2519.718483,2,"This claim relates to a theft incident involving two vehicles, resulting in damages amounting to $2,519.72. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000676,POL-005244,2023/10/3 1:17,Theft/Comprehensive,1127.161846,2,"This claim involves a theft incident leading to comprehensive damages totaling $1,127.16 across two vehicles. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000677,POL-005252,2023/10/10 4:33,Major Collision,31572.07611,2,"A major collision involving two vehicles caused significant damage estimated at $31,572.08. Unfortunately, the accident also resulted in injuries to one or more individuals.",Complex,0
CLM-000681,POL-005288,2023/8/26 19:11,Theft/Comprehensive,458.9509918,2,"This claim involves a theft incident impacting two vehicles, resulting in damage amounting to $458.95. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000682,POL-005296,2023/5/1 2:34,Fender-Bender,13370.82348,1,"This claim describes a fender-bender involving a single vehicle, resulting in damage amounting to $13,370.82. Thankfully, there were no injuries reported in this incident.",Simple,0
CLM-000685,POL-005306,2024/5/4 16:57,Major Collision,2737.417485,1,"The major collision resulted in significant damage totaling $2,737.42 to the vehicle involved, and unfortunately, one or more individuals sustained injuries in the accident. The incident underscores the seriousness of road safety and the potential for severe consequences.",Moderate,1
CLM-000687,POL-005320,2024/1/9 9:13,Major Collision,1054.44359,1,"This claim pertains to a major collision resulting in damage totaling $1,054.44 to a single vehicle. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000688,POL-005335,2024/6/18 9:53,Theft/Comprehensive,1172.752405,2,"A theft incident involving two vehicles resulted in damages totaling $1,172.75. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000689,POL-005345,2023/4/29 17:14,Major Collision,4420.956834,1,"The major collision led to substantial damage totaling $4,420.96 to the vehicle involved, and unfortunately, it also resulted in one or more injuries. While the car sustained significant harm, the focus remains on the well-being of those affected by the incident.",Moderate,0
CLM-000690,POL-005346,2023/12/26 15:58,Major Collision,1857.146947,1,"The major collision has resulted in injuries, necessitating a claim for $1,857.15 in damages to the single vehicle involved. The accident has impacted the driver's health, further complicating the situation beyond just the financial loss.",Moderate,0
CLM-000695,POL-005368,2024/4/29 0:33,Theft/Comprehensive,2558.573315,1,"This claim is for a theft involving a single vehicle, resulting in damages amounting to $2,558.57. Fortunately, there were no injuries reported.",Simple,0
CLM-000696,POL-005368,2023/9/26 0:33,Major Collision,12435.91601,4,"The major collision involved four vehicles and incurred significant damage totaling $12,435.92. Unfortunately, the accident also resulted in one or more injuries to those involved.",Complex,0
CLM-000698,POL-005373,2024/10/6 10:29,Theft/Comprehensive,1615.071498,2,"There were no injuries reported in the incident involving the theft of two vehicles, resulting in damages totaling $1,615.07. This comprehensive claim addresses the unfortunate circumstances surrounding the theft without any personal harm.",Simple,0
CLM-000702,POL-005389,2024/6/19 1:29,Theft/Comprehensive,1378.82993,2,"This claim involves a comprehensive theft incident with damage totaling $1,378.83 affecting two vehicles. Fortunately, there were no injuries reported during the occurrence.",Simple,1
CLM-000703,POL-005395,2024/10/16 7:35,Theft/Comprehensive,1632.510709,1,"This claim involves a theft incident affecting a single vehicle, resulting in damages amounting to $1,632.51. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000706,POL-005409,2023/5/17 1:09,Theft/Comprehensive,966.0604637,2,"This claim involves a theft-related incident with damages totaling $966.06, and fortunately, no injuries were reported. Two vehicles were involved in the event, but everyone remained unharmed.",Simple,1
CLM-000708,POL-005424,2024/9/29 6:55,Fender-Bender,5475.600962,2,"This fender-bender involved two vehicles and resulted in significant damage amounting to $5,475.60; thankfully, there were no injuries reported. The drivers were shaken but unharmed, allowing for a smoother resolution of the situation.",Simple,0
CLM-000709,POL-005431,2023/4/18 8:18,Major Collision,19209.15793,1,"A major collision involving a single vehicle incurred damages totaling $19,209.16, and unfortunately, this accident resulted in one or more injuries. The severity of the injuries highlights the critical nature of the incident.",Moderate,1
CLM-000710,POL-005463,2024/1/24 3:58,Fender-Bender,25781.82786,1,"A recent fender-bender involving one vehicle resulted in damages totaling $25,781.83, and unfortunately, this incident also led to one or more injuries. The extent of the injuries is still being assessed, but the situation is serious.",Complex,0
CLM-000711,POL-005470,2024/4/23 6:49,Fender-Bender,4497.62881,1,"In a minor fender-bender involving a single vehicle, damage was assessed at $4,497.63. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000713,POL-005479,2023/12/19 8:11,Theft/Comprehensive,503.0213777,4,"This claim involves a theft incident affecting four vehicles, resulting in damages of $503.02. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000714,POL-005481,2024/8/16 18:37,Theft/Comprehensive,2319.9506,1,"This claim involves a theft under comprehensive coverage, resulting in damages totaling $2,319.95 for a single vehicle. Fortunately, there were no injuries reported in connection with this incident.",Simple,0
CLM-000715,POL-005484,2023/5/9 5:55,Fender-Bender,2732.252742,2,"A minor fender-bender involving two vehicles resulted in damages totaling $2,732.25. Thankfully, no injuries were reported in the incident.",Simple,0
CLM-000717,POL-005511,2024/1/12 20:37,Theft/Comprehensive,1283.45654,4,"This claim involves a theft incident affecting four vehicles, resulting in damages totaling $1,283.46. Fortunately, there were no injuries reported during the event.",Moderate,0
CLM-000718,POL-005512,2024/7/11 3:03,Theft/Comprehensive,3310.00956,1,"This claim involves a theft of a single vehicle, resulting in damages totaling $3,310.01. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000719,POL-005512,2024/1/17 3:03,Fender-Bender,8747.388069,2,"A fender-bender involving two vehicles has led to injuries, resulting in damages amounting to $8,747.39. The accident underscores the importance of cautious driving, as the impact has not only caused property damage but also physical harm to those involved.",Complex,0
CLM-000720,POL-005512,2024/1/20 3:03,Fender-Bender,3475.374142,1,"This claim reflects a fender-bender involving one vehicle, resulting in damages amounting to $3,475.37. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000721,POL-005513,2023/3/27 8:51,Fender-Bender,18290.4499,2,"A minor fender-bender involving two vehicles resulted in damage costs of $18,290.45, but thankfully, no injuries were reported in the incident.",Simple,0
CLM-000722,POL-005544,2023/8/31 3:06,Theft/Comprehensive,3548.772737,2,"This claim involves a theft incident resulting in damages of $3,548.77 across two vehicles, but fortunately, there were no injuries reported. Both vehicles were affected, but all parties remained unscathed in this unfortunate event.",Simple,0
CLM-000726,POL-005570,2023/11/7 11:07,Theft/Comprehensive,4508.808962,2,"This claim relates to a theft incident involving two vehicles, resulting in damages amounting to $4,508.81. Thankfully, there were no injuries reported in this case.",Simple,0
CLM-000727,POL-005578,2024/1/24 20:26,Fender-Bender,3202.127521,2,"A minor fender-bender involving two vehicles resulted in damage totaling $3,202.13. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000728,POL-005579,2023/11/9 20:59,Theft/Comprehensive,10095.90042,1,"This claim involves a theft of a single vehicle with damages totaling $10,095.90. Fortunately, no injuries were reported in this incident.",Simple,0
CLM-000731,POL-005589,2023/10/18 14:23,Theft/Comprehensive,1715.965578,1,"This claim involves a theft incident concerning a single vehicle, with damages assessed at $1,715.97. Fortunately, there were no injuries reported during this incident.",Simple,1
CLM-000732,POL-005591,2024/7/15 1:25,Theft/Comprehensive,2522.056058,1,"This claim involves a theft incident resulting in a comprehensive loss of $2,522.06, affecting a single vehicle. Thankfully, there were no injuries reported in connection with this theft.",Simple,0
CLM-000733,POL-005599,2024/3/24 23:53,Theft/Comprehensive,4904.659625,1,"This claim pertains to a theft involving a single vehicle, resulting in a financial loss of $4,904.66. Thankfully, there were no injuries reported in this incident.",Simple,0
CLM-000734,POL-005600,2023/11/13 5:45,Major Collision,6741.118934,1,"The major collision, which resulted in significant damage amounting to $6,741.12 to a single vehicle, also left one or more individuals injured. The incident highlights the serious nature of the crash and its impact on those involved.",Moderate,0
CLM-000736,POL-005626,2023/12/30 16:25,Theft/Comprehensive,964.6816715,1,"This claim is for a theft involving a single vehicle, resulting in damages amounting to $964.68. Thankfully, no injuries were sustained during this incident.",Simple,0
CLM-000737,POL-005631,2024/7/22 20:47,Theft/Comprehensive,1713.328532,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages amounting to $1,713.33. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000738,POL-005637,2024/2/1 17:48,Fender-Bender,4794.861993,2,"This claim involves a fender bender between two vehicles, resulting in damages totaling $4,794.86. Fortunately, there were no injuries reported from the incident.",Simple,0
CLM-000742,POL-005650,2023/7/4 7:22,Theft/Comprehensive,2820.326447,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages amounting to $2,820.33. Fortunately, there were no injuries reported in this case.",Simple,0
CLM-000746,POL-005673,2023/10/16 16:39,Fender-Bender,3647.586454,1,"In the fender-bender involving a single vehicle, the estimated damage is $3,647.59, and the accident unfortunately led to one or more injuries. The situation underscores the importance of safety on the roads.",Moderate,0
CLM-000747,POL-005683,2024/2/14 1:58,Theft/Comprehensive,1134.620963,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages amounting to $1134.62. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000748,POL-005686,2023/11/28 17:13,Theft/Comprehensive,4867.913016,2,"This claim involves a theft incident resulting in damages of $4,867.91 affecting two vehicles, with no injuries reported. While both vehicles sustained significant damage, thankfully, there were no injuries to any parties involved.",Simple,0
CLM-000751,POL-005715,2023/5/11 7:06,Major Collision,2402.536468,2,"This major collision involved two vehicles and resulted in injuries to at least one party. The total damage is assessed at $2,402.54.",Moderate,0
CLM-000752,POL-005716,2024/8/11 11:44,Fender-Bender,7095.368853,2,"This claim involves a minor fender-bender with two vehicles, resulting in damages totaling $7,095.37. Fortunately, no injuries were reported from the incident.",Simple,0
CLM-000755,POL-005743,2024/1/12 2:04,Theft/Comprehensive,1930.199713,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages totaling $1,930.20. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000758,POL-005755,2024/8/12 5:14,Theft/Comprehensive,928.5324976,1,"This claim is for a theft incident involving one vehicle, resulting in a loss of $928.53. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000760,POL-005770,2024/3/14 4:38,Fender-Bender,4345.162183,1,"This claim involves a fender-bender with damage estimated at $4,345.16 to a single vehicle. Fortunately, no injuries were reported as a result of the accident.",Simple,0
CLM-000761,POL-005773,2023/5/30 13:41,Fender-Bender,8546.743233,1,"This claim is for a fender-bender involving one vehicle, resulting in damages of $8,546.74. Thankfully, there were no injuries reported in the incident.",Simple,0
CLM-000763,POL-005779,2024/5/5 15:59,Major Collision,5680.275073,1,"The major collision resulted in significant damage amounting to $5,680.28 and involved just one vehicle. Unfortunately, the incident also led to one or more injuries, highlighting the serious nature of the accident.",Moderate,0
CLM-000764,POL-005812,2024/5/10 20:25,Theft/Comprehensive,4114.476462,1,"This claim is for a theft incident involving a single vehicle, resulting in a loss of $4,114.48. Fortunately, there were no reported injuries associated with this event.",Simple,0
CLM-000765,POL-005812,2023/11/2 20:25,Theft/Comprehensive,1305.306482,5,"This claim involves a theft incident affecting five vehicles, resulting in a total damage amount of $1,305.31. Fortunately, no injuries were reported during this event.",Moderate,1
CLM-000767,POL-005845,2023/8/24 15:12,Theft/Comprehensive,2892.736255,1,"This claim involves the theft of a single vehicle, resulting in damages totaling $2,892.74. Thankfully, there were no injuries reported in this incident.",Simple,0
CLM-000768,POL-005846,2024/1/8 8:45,Major Collision,7550.683429,2,"The major collision involved two vehicles and resulted in injuries to at least one occupant. The estimated damage stands at $7,550.68.",Complex,0
CLM-000769,POL-005848,2023/12/15 3:16,Fender-Bender,5705.689647,2,"A minor fender-bender involving two vehicles resulted in damage amounting to $5,705.69, but thankfully, no injuries occurred during the incident.",Simple,1
CLM-000771,POL-005856,2023/8/1 2:05,Fender-Bender,4688.72546,2,"A minor fender-bender involving two vehicles resulted in damages totaling $4,688.73, fortunately with no injuries reported. Both parties were unharmed, and the incident appears to have caused only property damage.",Simple,0
CLM-000772,POL-005856,2024/1/27 2:05,Fender-Bender,10782.62923,1,"In this fender-bender, the single vehicle sustained significant damage amounting to $10,782.63. Unfortunately, the incident also resulted in one or more injuries, underscoring the seriousness of the accident.",Moderate,0
CLM-000775,POL-005877,2023/8/22 20:40,Fender-Bender,7989.721024,1,"This claim involves a fender-bender resulting in damages amounting to $7,989.72 for a single vehicle. Thankfully, there were no injuries reported in the incident.",Simple,0
CLM-000776,POL-005893,2024/1/13 1:06,Theft/Comprehensive,1062.614445,1,"This claim involves a theft incident resulting in comprehensive damage amounting to $1,062.61 for a single vehicle. Thankfully, no injuries were reported in connection with the theft.",Simple,0
CLM-000777,POL-005908,2023/12/1 19:45,Fender-Bender,18680.45128,1,"This fender-bender resulted in significant damage totaling $18,680.45 to the sole vehicle involved, but fortunately, there were no injuries reported.",Simple,0
CLM-000781,POL-005944,2023/9/24 7:57,Fender-Bender,10830.11522,1,"This claim involves a fender-bender with one vehicle sustaining significant damage amounting to $10,830.12. Fortunately, no injuries were reported as a result of the accident.",Simple,0
CLM-000782,POL-005949,2024/6/19 8:48,Theft/Comprehensive,4633.109923,1,"This claim is for a theft involving one vehicle, with damages amounting to $4,633.11. Fortunately, there were no injuries reported in this incident.",Simple,0
